23.35,0.03
23.6,0.5
23.85,1.99
24.1,2.53
24.35,2.67
24.6,2.75
24.85,2.81
25.1,2.88
25.35,2.92
25.6,2.96
25.85,3.0
26.1,3.04
26.35,3.07
26.6,3.11
26.85,3.15
27.1,3.18
27.35,3.21
27.6,3.23
27.85,3.26
28.1,3.29
28.35,3.32
28.6,3.35
28.85,3.37
29.1,3.4
29.35,3.43
29.6,3.46
29.85,3.47
30.1,3.49
30.35,3.52
30.6,3.55
30.85,3.57
31.1,3.58
31.35,3.61
31.6,3.64
31.85,3.67
32.1,3.68
32.35,3.71
32.6,3.73
32.85,3.75
33.1,3.77
33.35,3.79
33.6,3.82
33.85,3.84
34.1,3.86
34.35,3.88
34.6,3.89
34.85,3.92
35.1,3.94
35.35,3.96
35.6,3.98
35.85,3.99
36.1,4.03
36.35,4.05
36.6,4.07
36.85,4.08
37.1,4.11
37.35,4.12
37.6,4.15
37.85,4.17
38.1,4.19
38.35,4.21
38.6,4.24
38.85,4.25
39.1,4.28
39.35,4.29
39.6,4.31
39.85,4.33
40.1,4.36
40.35,4.37
40.6,4.38
40.85,4.41
41.1,4.44
41.35,4.45
41.6,4.47
41.85,4.49
42.1,4.51
42.35,4.52
42.6,4.55
42.85,4.57
43.1,4.59
43.35,4.61
43.6,4.64
43.85,4.65
44.1,4.67
44.35,4.67
44.6,4.71
44.85,4.72
45.1,4.75
45.35,4.77
45.6,4.78
45.85,4.8
46.1,4.83
46.35,4.84
46.6,4.87
46.85,4.88
47.1,4.91
47.35,4.92
47.6,4.95
47.85,4.96
48.1,4.98
48.35,5.0
48.6,5.03
48.85,5.05
49.1,5.07
49.35,5.09
49.6,5.12
49.85,5.13
50.1,5.15
50.35,5.17
50.6,5.18
50.85,5.21
51.1,5.23
51.35,5.25
51.6,5.27
51.85,5.28
52.1,5.31
52.35,5.32
52.6,5.35
52.85,5.37
53.1,5.39
53.35,5.41
53.6,5.43
53.85,5.43
54.1,5.47
54.35,5.48
54.6,5.51
54.85,5.51
55.1,5.55
55.35,5.57
55.6,5.59
55.85,5.6
56.1,5.63
56.35,5.64
56.6,5.67
56.85,5.68
57.1,5.71
57.35,5.73
57.6,5.75
57.85,5.76
58.1,5.78
58.35,5.8
58.6,5.82
58.85,5.84
59.1,5.86
59.35,5.87
59.6,5.9
59.85,5.91
60.1,5.94
60.35,5.95
60.6,5.97
60.85,6.0
61.1,6.02
61.35,6.03
61.6,6.06
61.85,6.08
62.1,6.1
62.35,6.11
62.6,6.14
62.85,6.15
63.1,6.17
63.35,6.2
63.6,6.22
63.85,6.24
64.1,6.27
64.35,6.27
64.6,6.31
64.85,6.32
65.1,6.35
65.35,6.36
65.6,6.37
65.85,6.39
66.1,6.42
66.35,6.43
66.6,6.46
66.85,6.47
67.1,6.5
67.35,6.48
67.6,6.54
67.85,6.55
68.1,6.57
68.35,6.59
68.6,6.62
68.85,6.63
69.1,6.65
69.35,6.67
69.6,6.69
69.85,6.7
70.1,6.73
70.35,6.75
70.6,6.77
70.85,6.77
71.1,6.8
71.35,6.81
71.6,6.83
71.85,6.84
72.1,6.87
72.35,6.88
72.6,6.91
72.85,6.93
73.1,6.95
73.35,6.96
73.6,7.0
73.85,7.01
74.1,7.03
74.35,7.05
74.6,7.07
74.85,7.08
75.1,7.11
75.35,7.13
75.6,7.15
75.85,7.17
76.1,7.2
76.35,7.21
76.6,7.23
76.85,7.25
77.1,7.27
77.35,7.27
77.6,7.31
77.85,7.33
78.1,7.36
78.35,7.37
78.6,7.4
78.85,7.42
79.1,7.44
79.35,7.46
79.6,7.46
79.85,7.49
80.1,7.51
80.35,7.53
80.6,7.56
80.85,7.56
81.1,7.59
81.35,7.61
81.6,7.64
81.85,7.65
82.1,7.68
82.35,7.7
82.6,7.72
82.85,7.74
83.1,7.76
83.35,7.78
83.6,7.8
83.85,7.82
84.1,7.85
84.35,7.86
84.6,7.89
84.85,7.9
85.1,7.93
85.35,7.95
85.6,7.96
85.85,7.99
86.1,8.01
86.35,8.03
86.6,8.05
86.85,8.06
87.1,8.09
87.35,8.11
87.6,8.13
87.85,8.15
88.1,8.17
88.35,8.2
88.6,8.22
88.85,8.24
89.1,8.26
89.35,8.28
89.6,8.3
89.85,8.31
90.1,8.34
90.35,8.36
90.6,8.38
90.85,8.4
91.1,8.42
91.35,8.44
91.6,8.46
91.85,8.49
92.1,8.5
92.35,8.52
92.6,8.54
92.85,8.56
93.1,8.58
93.35,8.61
93.6,8.63
93.85,8.65
94.1,8.66
94.35,8.69
94.6,8.71
94.85,8.72
95.1,8.75
95.35,8.77
95.6,8.79
95.85,8.81
96.1,8.83
96.35,8.85
96.6,8.88
96.85,8.9
97.1,8.91
97.35,8.93
97.6,8.96
97.85,8.95
98.1,8.98
98.35,9.0
98.6,9.02
98.85,9.03
99.1,9.05
99.35,9.05
